gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
0,1,1,2,1,6,4379,1,2,2,99708
0,1,2,3,1,5,4905,2,2,2,65928
0,1,1,1,1,6,4537,2,1,0,68304
1,0,1,2,1,1,0,2,2,2,60432
0,0,2,3,1,7,0,2,2,0,420624
1,1,0,2,1,2,3480,1,2,1,49116
0,1,2,2,1,2,7829,2,2,1,69708
1,1,2,2,0,0,4915,1,2,2,52968
1,1,1,2,0,7,6525,1,2,0,33180
0,0,1,2,1,7,0,1,1,0,31884
1,0,2,3,1,6,2007,2,2,1,109488
0,1,2,1,0,7,9063,2,1,1,67248
0,1,2,2,0,6,3496,2,1,0,254880
1,1,1,1,0,3,5953,1,2,0,54540
1,0,2,1,1,3,3493,1,1,2,59760
1,0,1,2,0,5,0,2,2,2,117972
1,0,2,2,1,1,0,2,2,2,67212
1,0,1,2,1,6,0,2,1,2,61992
0,1,1,2,1,8,2351,2,2,2,104352
1,0,2,2,1,2,0,2,2,2,307968
0,1,2,2,1,1,3719,2,2,2,194496
0,1,2,1,0,4,9759,2,1,2,41856
1,1,2,2,0,7,3724,2,2,2,55656
0,1,1,1,0,5,3821,2,2,1,62064
0,1,2,2,1,3,0,1,2,0,37908
1,1,2,1,0,5,4145,2,1,2,106884
1,1,2,2,1,7,3361,2,2,2,55548
0,1,1,1,1,6,4333,2,1,2,65040
1,0,1,2,0,8,0,2,2,0,159024
1,0,2,2,1,4,2029,2,2,1,66204
1,1,1,1,0,4,8195,2,2,1,168768
0,0,2,2,0,2,0,2,2,2,63120
0,1,1,2,0,5,5555,1,2,0,29952
0,1,1,1,1,7,2090,2,1,2,33012
1,1,1,2,0,5,5278,2,2,1,61644
1,1,2,1,0,6,4793,2,2,0,109896
1,1,2,2,1,3,0,2,2,1,104196
1,1,1,2,0,0,7746,2,0,2,60936
1,1,1,0,1,0,4759,1,2,0,32580
0,0,1,1,1,7,0,2,1,2,68328
0,1,0,3,1,6,8292,2,0,0,65208
0,0,2,2,0,7,2255,1,1,2,54612
0,1,1,2,0,6,11646,2,2,2,75360
0,1,1,2,1,3,2540,1,2,0,63384
0,1,2,1,0,6,3048,1,1,0,32352
0,1,2,1,0,0,5699,2,1,2,214416
0,1,1,1,0,6,6248,2,2,2,228648
0,1,1,1,1,5,2106,2,2,0,92784
1,0,2,2,1,7,0,2,2,1,166464
0,1,1,2,1,5,2873,2,2,1,159336
1,1,2,1,0,7,3795,2,1,2,418092
1,1,2,2,0,3,3815,2,2,0,69708
1,1,1,2,0,8,0,2,1,2,35652
1,1,1,2,1,4,5250,2,2,0,588480
0,0,1,2,1,3,0,1,1,0,33288
0,0,2,2,0,4,3856,2,2,0,66660
1,0,1,2,0,8,5131,2,1,2,73800
0,1,1,2,1,5,3751,1,2,2,36084
1,1,2,2,1,6,9128,1,2,2,35916
0,1,0,3,1,6,2963,1,1,0,71580
1,1,2,1,0,0,5303,2,1,2,205824
0,0,2,3,1,1,0,2,2,0,97836
1,1,1,2,0,6,4035,1,2,2,56772
0,1,1,2,1,5,11386,2,2,2,399036
0,1,1,1,0,7,9662,2,2,2,115056
1,0,1,2,1,6,7036,2,2,2,71952
0,1,2,2,1,2,4142,1,2,2,62280
1,0,1,2,0,2,0,1,2,2,34920
0,1,1,2,0,7,2616,2,2,1,35616
0,0,2,2,1,5,0,1,2,2,33768
1,1,2,2,0,2,3870,2,2,0,64824
1,0,1,3,0,5,0,1,1,2,36828
1,0,2,2,1,4,2573,2,1,1,77184
0,1,2,2,1,6,5680,2,2,2,50472
0,1,1,1,1,1,8568,1,2,1,38712
0,1,2,2,1,1,6537,2,2,0,67728
1,1,1,0,0,6,10338,2,2,2,75768
1,0,1,2,0,2,4501,2,1,2,291144
0,1,2,2,1,2,6895,1,2,1,82140
0,1,1,2,0,8,9060,2,2,2,183048
0,0,2,2,0,3,2615,1,0,0,32832
1,1,2,2,1,8,3967,2,2,1,108288
1,1,2,2,0,5,3769,1,1,2,92100
1,1,1,2,0,5,6146,2,2,1,34632
1,1,2,2,0,5,8144,2,2,2,93156
0,0,2,2,1,5,9778,2,2,2,205824
1,1,1,1,0,6,5488,2,1,0,113112
1,0,1,3,0,5,0,1,1,2,54156
0,0,1,1,0,6,0,2,1,2,68484
0,1,2,1,1,3,5675,1,2,0,57384
1,1,2,2,1,6,3061,2,2,2,306636
0,1,1,2,1,0,6097,1,2,2,37620
1,0,2,1,1,6,0,2,1,2,63636
0,1,2,1,0,7,7649,2,2,2,166884
0,1,2,2,0,6,7349,2,2,0,47376
1,0,1,3,1,7,3033,2,1,1,72828
0,0,1,3,0,1,0,2,1,2,66540
1,1,1,2,0,6,5516,1,2,2,32832
1,0,2,2,1,5,0,2,2,1,70212
0,1,2,2,1,4,4442,1,2,1,32352
0,1,0,1,1,4,11545,2,2,2,51936
0,0,1,3,1,4,4920,2,1,2,181644
1,1,2,2,1,7,5706,2,2,2,97068
0,1,2,1,1,7,6423,2,1,2,65748
1,1,1,2,1,8,4011,2,1,2,161988
0,1,2,2,0,5,4993,1,2,2,64416
1,1,2,2,0,6,5731,1,2,2,44556
0,1,1,3,1,5,6893,2,2,0,99504
1,0,2,1,1,7,0,2,2,0,395952
0,1,1,2,1,5,3769,2,2,0,240888
0,1,1,0,1,5,4250,1,2,1,68100
0,1,1,2,0,1,9787,1,1,2,31356
0,1,2,2,0,6,3629,1,2,0,34716
0,1,1,2,1,5,4559,2,2,2,58032
0,1,1,3,0,1,4110,1,2,0,95256
0,0,2,2,1,1,2294,2,2,2,90216
0,0,2,2,1,1,0,2,2,2,69576
0,1,1,2,1,7,6863,2,2,2,124020
0,0,1,1,1,8,2087,2,2,0,104520
0,1,0,2,1,6,4456,1,2,2,65040
0,0,2,2,0,6,3390,2,1,2,65532
0,1,1,1,0,3,3487,2,0,0,171840
1,0,1,2,1,0,0,2,1,2,59556
0,1,2,1,1,6,2715,2,1,1,104832
0,1,2,2,0,5,2484,2,1,2,91680
0,1,0,2,1,6,9569,2,2,2,99216
0,1,1,1,0,7,7634,2,2,2,60864
0,1,2,2,1,8,2947,2,0,2,455304
0,1,1,2,1,6,7455,2,2,1,105048
0,1,1,2,1,4,4266,2,2,1,114228
0,0,1,2,1,4,3400,2,2,1,29556
1,0,2,2,1,6,4709,2,2,0,113328
1,0,2,3,0,4,0,1,2,1,35748
1,1,2,2,0,8,8406,2,1,2,149304
0,1,1,2,0,1,2578,2,2,2,104772
0,1,1,2,1,7,5586,2,2,2,72588
0,1,2,2,0,6,4950,2,2,2,65244
1,0,1,2,0,2,3373,2,2,2,67656
1,1,1,2,0,2,6268,1,2,0,48540
0,1,2,1,0,4,5562,2,1,2,57516
0,0,2,2,1,2,0,1,2,0,35796
0,1,2,2,1,2,5690,2,2,2,102852
0,0,1,2,1,5,3713,2,0,2,55944
0,0,1,1,1,1,0,1,2,1,30096
1,1,2,1,0,8,5419,2,1,1,156996
0,0,2,2,1,1,3819,1,2,2,31932
1,0,2,3,1,8,2408,2,1,2,147540
1,1,2,1,1,6,18194,2,2,2,61020
0,1,1,2,1,1,4022,2,1,0,30108
0,0,1,2,0,8,6424,2,0,2,483732
1,0,2,3,0,5,4520,1,1,2,42228
1,0,2,2,0,4,0,1,1,0,58704
0,1,1,2,1,8,0,1,1,2,65424
0,1,2,2,1,5,0,1,2,2,37224
0,1,2,2,1,3,6471,2,2,2,143712
0,1,2,1,0,7,12112,2,2,2,164628
1,0,1,2,1,0,2161,2,2,1,52956
1,0,2,2,0,4,0,2,2,1,64680
0,1,2,2,1,6,6066,1,2,2,51372
0,0,1,2,0,5,5643,2,2,2,101328
1,0,2,2,0,4,2272,2,1,2,71520
0,1,2,1,1,7,7066,2,2,0,61428
0,0,2,2,1,8,0,2,1,0,58572
0,1,1,2,1,8,5220,2,0,0,68952
1,1,1,1,1,2,4942,2,2,2,177900
0,1,1,2,1,5,12462,2,2,2,212232
1,1,1,1,0,1,10109,1,2,2,31200
0,0,1,3,0,6,0,1,2,2,60972
0,0,2,2,1,1,2870,1,2,2,32724
0,1,1,3,1,6,6215,2,2,2,633288
0,0,1,3,1,4,4189,2,2,2,101508
0,1,2,3,1,6,4591,2,2,2,58284
1,1,1,2,0,7,4448,2,2,2,101508
1,1,2,1,0,1,3855,2,2,0,166044
1,1,1,2,0,3,4172,2,2,1,139800
0,1,2,2,0,6,3615,2,2,2,116784
0,1,1,2,1,5,3834,2,2,2,62772
0,1,1,1,0,7,6886,2,0,0,232692
0,1,2,1,1,2,5939,2,2,0,62388
1,1,1,2,0,5,7161,2,0,2,95100
1,1,1,1,1,8,2461,2,0,2,60768
1,1,2,3,0,7,5389,1,2,0,30828
1,1,2,0,1,5,5194,1,2,0,50868
0,1,2,1,0,7,6798,2,1,1,154848
1,1,2,3,0,2,3327,2,2,2,241464
1,1,1,3,0,5,9176,2,2,1,48396
0,1,2,2,1,5,11356,2,2,1,70572
0,1,2,3,1,0,2162,1,2,2,54816
0,1,1,2,1,6,3994,2,2,0,169488
1,1,1,1,1,7,6539,2,2,2,87528
1,1,2,1,1,7,8144,2,2,2,87984
0,1,2,1,1,7,6503,1,1,0,34932
0,1,1,1,0,4,4180,2,2,2,92664
0,1,1,2,1,4,5270,2,2,2,64224
0,1,1,1,0,6,3700,1,2,1,49380
0,1,2,1,1,7,7465,2,1,2,44280
0,1,1,3,1,3,6529,1,2,2,32736
0,1,2,2,1,3,4008,1,2,0,64680
0,0,1,2,1,7,0,1,1,2,63192
0,1,1,2,1,7,5488,2,2,2,111936
1,1,2,1,0,8,5625,2,2,0,141708
1,1,1,2,0,4,9944,2,1,2,60024
1,1,1,1,1,7,6772,2,0,0,99660
0,1,2,2,1,4,3025,2,0,2,187656
1,1,2,0,0,3,5993,2,2,0,67740
0,0,1,2,1,6,0,1,2,2,32964
0,1,1,2,1,6,6310,2,2,1,109068
1,1,2,3,0,6,6811,2,2,2,63048
0,1,1,2,1,6,4065,2,1,2,63900
0,0,1,2,1,5,2199,1,2,2,60744
0,1,2,1,0,6,6518,2,1,2,102348
0,0,1,3,1,4,0,1,1,2,36840
0,1,2,2,1,8,2180,2,2,0,102012
0,0,1,1,1,1,0,1,1,2,31872
0,1,1,2,0,2,6760,2,2,2,142032
0,1,1,1,1,5,4304,1,2,0,29652
0,1,1,2,1,7,5205,2,2,1,107208
1,1,2,2,1,4,3859,2,1,2,110460
0,1,2,1,0,8,6531,2,0,0,81984
0,1,1,2,0,6,3259,2,2,0,157092
1,1,1,2,1,3,5833,2,2,0,103176
0,1,0,1,0,5,2734,2,1,0,77460
0,1,2,2,0,4,4550,2,2,0,74772
0,1,2,2,1,8,4009,1,2,1,54660
0,0,2,1,1,0,5788,2,1,0,68784
0,1,1,2,1,5,0,2,2,2,196500
1,1,1,2,0,6,4222,2,0,1,538788
0,0,1,2,1,6,0,1,1,2,63948
0,1,1,2,1,6,0,1,1,2,32892
1,1,1,1,0,1,5453,1,2,2,32724
0,0,1,2,1,8,0,2,2,2,72336
1,1,2,2,1,2,3499,2,2,2,72264
0,0,1,2,1,5,0,1,0,2,28668
1,0,2,2,1,6,0,1,1,2,70440
0,1,2,2,1,5,3300,1,0,2,30420
0,1,2,2,1,6,11156,2,2,2,264924
1,1,1,2,0,5,3473,1,1,2,61644
1,0,2,2,1,4,5822,2,1,2,55596
1,0,1,2,0,6,0,2,2,2,101592
1,1,1,1,1,5,5006,2,2,1,175680
0,1,1,1,1,5,6592,1,2,1,143856
0,1,1,1,1,4,5061,1,0,2,33720
1,1,2,2,0,3,7274,2,2,2,50292
0,0,2,2,1,7,0,2,2,1,62136
0,1,2,2,0,3,0,2,2,0,103980
1,0,1,2,1,7,0,2,1,2,35760
0,0,0,2,1,5,0,1,2,2,50304
1,1,2,1,0,7,3277,2,2,1,302592
0,1,2,2,1,1,0,2,1,2,65688
1,1,2,1,1,2,6927,2,2,2,68124
0,1,1,1,0,3,5870,2,2,2,65184
0,1,2,2,1,3,3149,1,2,1,32460
0,1,2,2,0,2,6624,1,2,1,33036
1,0,2,2,0,0,3099,2,1,2,125460
0,1,2,2,1,2,4004,2,2,2,66144
1,1,1,2,1,6,2299,2,2,1,64920
0,0,2,2,0,3,3139,1,1,2,33228
0,1,1,2,0,7,0,1,2,2,31584
1,0,1,1,1,2,0,2,2,1,75396
1,1,1,1,1,6,3609,2,2,2,65868
0,1,2,2,1,2,7560,2,2,0,66228
1,1,1,2,0,3,6460,2,2,0,109812
0,1,1,2,1,2,2983,1,2,0,51972
1,1,2,3,1,1,4938,2,2,1,90888
1,1,1,2,0,8,12777,2,0,1,70416
1,1,2,3,1,1,14165,2,2,2,105612
1,0,1,3,0,6,0,1,2,0,70236
1,1,2,1,1,6,4048,1,2,2,48180
1,1,2,1,0,4,3931,2,1,2,66264
0,0,2,3,1,6,0,1,2,2,97104
1,1,2,2,1,4,4976,2,2,1,65184
1,0,1,3,0,3,2830,2,2,0,76248
1,0,2,2,1,7,0,2,0,1,66612
1,0,2,1,1,1,16343,2,2,1,135120
1,1,2,0,0,6,6923,2,2,0,101148
0,1,2,2,0,4,6156,1,2,2,37116
0,1,0,3,0,7,3313,1,2,1,51972
0,1,1,2,1,0,2600,1,2,2,47928
0,1,2,2,0,5,6052,1,2,2,30756
1,0,1,2,0,5,13423,2,1,2,59568
1,1,2,1,1,1,10751,2,1,1,60264
0,1,1,2,1,4,4252,2,2,1,109068
1,1,2,1,0,7,0,1,1,2,73896
1,1,2,1,0,5,6593,2,1,1,69840
0,1,2,2,1,2,3118,2,2,2,65664
0,1,1,2,1,2,4531,1,2,2,106224
1,1,2,3,1,8,3948,1,0,2,33696
1,1,1,3,0,5,8997,2,2,2,50748
1,0,1,1,1,4,4219,2,2,0,150444
1,0,2,3,0,7,5032,2,1,1,68208
1,0,1,1,0,6,2029,1,1,0,37032
1,0,1,2,1,2,0,2,1,1,59592
1,1,1,2,1,4,0,2,2,0,108912
1,1,2,3,1,8,11425,2,1,1,101424
1,0,2,3,1,5,0,2,2,2,376296
0,1,1,1,0,3,3579,2,2,2,114852
1,1,1,2,0,7,4567,2,2,1,102300
1,1,1,2,0,7,8614,2,1,2,123600
0,1,2,2,1,6,2792,1,2,2,43404
1,0,2,3,1,1,0,2,1,0,62364
0,1,1,3,1,8,2474,2,0,2,58848
1,0,2,2,1,7,0,2,1,0,54888
1,0,2,2,1,8,0,2,2,2,65280
1,1,2,1,1,8,7171,2,2,0,66108
1,1,1,1,0,8,0,1,0,0,37416
1,1,1,3,0,6,6633,1,2,2,50856
1,0,2,2,0,6,0,1,1,1,60564
0,1,2,1,1,6,2309,2,1,2,60960
1,1,1,2,0,2,22266,2,2,2,454872
0,1,1,1,0,5,10158,2,1,1,63480
0,0,2,2,1,6,3047,1,2,2,66744
1,1,1,1,0,5,7520,2,2,2,142296
0,1,2,1,1,5,0,1,1,0,67668
0,1,0,2,0,0,3729,2,2,2,61464
1,0,1,2,0,0,0,1,2,2,44064
1,0,1,3,0,1,9068,2,2,0,346944
0,1,1,1,1,5,6803,2,2,0,60204
0,0,1,3,1,7,2234,2,1,0,86568
0,1,0,1,1,3,5931,2,1,1,61632
0,0,1,2,0,6,0,2,1,1,102960
1,1,2,1,1,1,3649,2,2,2,64032
0,0,1,2,1,4,2351,2,1,0,70872
0,0,1,2,0,6,2010,2,1,2,64056
1,1,1,2,1,6,10635,2,1,1,104220
0,1,1,2,1,7,5860,2,2,2,104880
0,1,1,1,1,6,6009,2,2,2,66708
1,1,2,1,1,5,8282,2,2,0,90348
1,1,1,2,1,7,10220,2,2,1,138588
0,1,1,2,1,7,8423,2,1,1,62652
1,1,2,3,1,4,2962,2,2,2,184704
0,0,2,1,1,6,0,1,0,0,35916
1,1,2,2,1,1,4516,1,0,1,38064
0,0,1,2,0,4,3758,2,1,2,70176
0,1,0,2,1,6,5689,1,1,0,32796
0,1,2,2,1,6,3628,1,2,0,34668
1,1,1,2,1,4,9001,2,2,2,50580
0,1,1,2,0,6,4494,2,2,2,65064
1,0,2,3,0,5,2326,2,2,1,61560
1,1,1,2,1,1,5583,1,2,2,87264
1,1,1,2,0,1,3440,2,0,2,257868
1,1,1,1,0,6,13582,2,1,2,65628
0,1,1,2,1,4,3020,2,2,2,94752
1,0,2,3,1,5,0,1,1,2,54264
1,0,1,2,0,1,0,1,2,1,59292
1,1,2,2,1,7,15076,2,2,1,65652
0,1,1,2,0,6,2161,2,0,2,60288
1,1,2,1,0,2,5810,2,2,2,71076
0,1,2,3,1,7,2596,2,2,2,71736
1,1,2,3,0,7,2020,1,1,2,61416
1,0,1,2,0,7,0,1,0,0,34308
1,0,2,2,1,8,5358,2,1,0,157452
0,1,2,2,1,6,6614,2,2,1,59760
1,0,1,1,1,7,0,2,1,2,75492
1,0,0,2,0,5,2277,2,2,1,68892
0,1,1,2,0,6,8681,2,2,2,227268
0,0,2,2,0,8,8935,2,1,2,60660
1,1,1,1,1,0,6081,1,2,1,31308
0,0,2,2,0,0,0,1,2,2,47112
0,1,1,2,0,1,3995,2,2,0,131604
1,1,1,1,1,2,6255,2,2,2,162696
0,0,1,2,1,5,2918,1,2,2,37440
0,0,0,2,1,5,3707,2,2,2,55368
0,1,1,1,1,5,2005,2,2,2,70272
0,0,2,2,0,2,3946,2,1,2,116424
0,1,1,2,1,1,4068,1,2,2,52344
0,1,2,2,1,6,10802,2,2,2,100488
1,0,1,2,0,1,6633,1,2,1,34236
1,0,1,2,0,7,0,2,1,0,65484
0,1,0,1,1,8,10869,2,2,0,104400
1,1,1,1,1,6,4112,1,0,0,30156
1,0,1,2,1,4,0,1,1,2,48252
1,0,2,2,1,3,5783,2,2,0,65556
1,0,2,3,1,8,4570,1,1,2,35352
1,0,2,3,1,3,2133,2,1,2,113208
0,1,2,2,1,5,0,1,2,2,30840
1,1,2,2,1,0,4933,2,2,0,92508
0,1,2,2,1,2,5795,2,1,2,65220
1,0,2,2,0,1,0,1,2,1,68052
1,1,1,1,0,7,5345,2,2,2,104808
0,1,1,2,1,5,6330,2,2,1,98880
1,0,1,2,0,8,0,1,1,2,36000
1,0,1,2,1,1,0,2,2,1,51828
1,0,1,1,0,2,6152,1,2,2,49032
1,0,1,2,0,4,2174,2,1,2,67764
0,1,2,1,1,6,5269,2,2,1,56592
0,0,2,2,1,0,3717,2,2,2,65304
0,1,2,1,1,0,8492,2,2,0,253224
1,1,2,2,0,6,7540,2,2,1,141576
1,1,1,2,1,1,0,2,2,2,88716
0,0,1,2,0,5,0,1,2,2,33084
0,1,1,2,0,5,10450,2,2,2,292560
1,0,1,3,1,4,0,1,0,2,33096
0,1,1,2,0,7,5599,2,2,2,91932
1,0,2,2,1,7,0,1,2,2,65640
1,1,2,2,1,3,0,2,2,2,69204
0,1,2,2,1,4,2772,2,2,2,61980
1,1,2,3,1,8,13274,2,2,2,166296
0,1,2,2,1,6,0,2,2,1,64668
1,1,1,1,1,6,7472,2,2,2,90816
1,0,1,2,0,4,2464,2,2,2,89724
0,1,2,2,1,6,2712,2,2,2,98412
1,1,2,2,1,4,5664,2,2,1,69540
1,1,2,2,1,8,0,1,2,2,50256
1,1,1,1,0,5,7245,2,2,2,207516
0,0,2,2,0,6,0,1,1,1,35436
0,1,2,2,0,4,10107,2,2,2,73632
0,0,2,2,1,5,0,2,2,2,62052
1,1,1,0,1,2,6698,1,0,1,50592
0,1,1,1,1,2,3770,2,1,1,60432
0,0,0,1,0,2,0,1,2,1,29544
1,1,2,2,0,5,6104,2,1,0,69480
1,0,0,2,1,4,0,2,1,0,60372
0,1,2,2,1,1,3475,1,2,1,30852
0,1,1,3,0,7,5998,2,1,2,70800
1,0,2,2,1,2,3353,2,1,0,66036
0,1,2,1,0,2,5552,2,2,2,74004
1,1,1,2,0,1,2085,2,2,2,454536
0,1,1,1,0,7,9678,2,2,2,471396
1,1,2,2,0,1,5345,2,1,1,65700
0,0,1,2,0,1,0,2,2,0,102384
1,1,1,1,0,6,6326,1,0,2,62904
1,1,2,2,1,7,5159,2,2,2,102660
0,1,2,3,1,7,2520,2,1,2,69804
0,1,2,1,1,6,6036,2,2,0,63360
0,1,2,2,1,8,5277,2,2,2,62136
0,1,2,2,1,3,3180,2,2,1,108816
1,0,0,2,0,7,0,1,0,0,32136
1,1,2,1,1,7,16282,2,2,1,28032
1,1,2,2,1,0,4077,2,2,2,117252
1,1,2,2,1,4,6570,2,2,0,105768
0,1,1,2,0,7,4443,2,2,2,105204
1,1,2,1,0,3,4103,2,1,0,104712
0,1,1,1,1,4,0,1,2,1,68340
1,1,1,2,0,3,14883,2,2,2,227256
1,1,2,3,0,2,4320,2,2,1,57108
0,1,1,2,0,1,3226,2,2,2,99960
1,1,2,2,1,6,4169,2,2,0,114192
1,1,2,2,1,3,3907,2,2,0,62388
1,0,0,3,0,7,0,1,2,1,64128
1,1,2,3,1,4,3432,2,2,1,71712
0,1,1,2,0,4,4359,1,2,2,32568
1,1,1,1,1,6,4086,1,1,0,64032
0,1,2,1,0,1,8202,2,1,1,540840
1,1,2,1,1,6,2781,1,0,1,34908
1,1,1,1,0,0,5738,1,2,2,61788
1,1,2,2,1,4,11103,1,2,0,35484
0,1,1,3,0,5,7309,2,2,1,170220
1,1,1,2,1,5,2463,2,1,1,47748
0,1,1,1,1,6,3076,2,2,2,177864
0,0,0,2,1,2,0,1,1,0,30204
1,0,2,1,0,1,3401,1,1,2,70320
1,1,2,2,0,3,14766,2,0,1,65352
1,1,1,3,1,7,2070,2,1,2,71484
1,1,2,2,1,4,2636,1,2,0,45180
1,0,1,2,0,6,3467,2,0,0,69228
1,1,1,2,1,3,6121,2,2,0,65496
1,1,1,1,1,2,7785,1,2,2,32064
1,0,1,3,1,2,0,2,1,1,65724
0,1,2,1,0,6,4825,2,1,1,64848
1,1,2,2,0,2,4013,2,1,2,69012
0,0,2,3,1,4,0,2,0,0,77892
0,1,1,1,0,7,4920,1,2,2,55392
0,1,1,1,1,8,22715,2,2,2,105492
1,1,1,2,0,6,0,2,1,2,73728
0,1,1,2,1,8,6756,1,2,2,95964
1,0,1,2,1,5,3869,2,2,2,104484
0,1,1,2,1,6,2260,1,2,1,32424
0,0,1,2,1,5,0,1,2,2,31152
0,1,2,2,1,4,5919,2,2,2,93600
0,1,1,2,0,4,6036,2,2,2,101940
0,1,2,1,0,7,0,1,1,2,56928
0,1,2,1,0,2,4848,2,2,0,261888
0,0,2,2,1,4,0,1,1,1,69240
0,1,2,2,0,1,2242,2,2,2,68700
0,0,2,2,1,6,5684,2,1,2,64728
1,1,1,2,0,4,4044,1,2,2,66672
0,1,2,1,1,6,15999,2,2,0,66996
0,1,1,2,1,7,7046,2,2,2,335220
0,1,2,2,1,2,4256,1,0,1,32604
0,1,1,2,1,2,6854,2,2,2,53388
0,0,2,2,1,6,0,1,0,1,36420
1,1,2,2,0,1,17120,2,2,0,65376
1,0,1,3,1,5,13685,2,2,0,187308
0,1,1,2,1,0,6260,1,1,0,35088
0,1,1,2,1,3,5112,2,2,0,66456
1,0,1,2,1,0,0,2,1,2,73620
0,0,1,3,0,7,3844,2,1,2,69696
0,1,1,1,1,5,4196,2,2,1,62448
0,1,2,1,1,6,11586,1,2,2,69708
0,0,1,2,1,1,0,2,1,2,70344
0,1,2,2,1,0,6271,1,2,2,32712
1,0,1,2,1,6,0,1,1,0,29064
1,1,1,3,0,5,8848,2,2,1,110556
0,1,2,3,0,7,21276,2,2,2,71568
0,0,2,3,1,3,3095,2,1,2,74700
0,1,1,2,1,7,3433,1,2,0,38004
0,1,2,1,1,5,4213,1,2,2,34536
0,1,1,3,0,6,4079,2,1,1,85488
0,1,1,2,1,2,5934,1,2,1,55200
1,1,2,3,0,6,22663,1,2,0,107136
0,1,1,0,1,7,6243,2,2,2,123312
1,1,2,2,0,4,10456,1,2,2,53292
0,1,1,2,1,6,2938,1,2,2,31620
0,1,1,2,1,5,3903,1,2,2,32208
0,1,1,2,0,2,3836,2,2,1,68004
0,0,1,2,1,8,5105,2,1,2,53736
0,0,1,1,1,6,4238,2,2,1,546996
0,0,1,3,1,1,0,1,2,2,33444
0,1,1,2,0,5,3708,2,2,2,58392
0,0,1,3,1,0,0,2,2,0,31968
0,1,1,3,0,4,5772,2,2,2,59304
0,1,0,2,1,5,3515,2,2,2,71652
0,1,1,1,1,8,8405,2,2,1,63588
0,0,1,3,1,6,0,1,1,2,67764
0,1,2,3,0,0,6860,1,2,2,29592
0,1,1,2,1,1,12832,2,1,0,70884
0,1,1,3,1,6,11771,2,2,1,175896
0,1,1,2,1,5,0,1,1,2,37188
1,1,2,2,1,3,5383,1,2,2,33876
0,1,1,2,1,2,4298,2,2,2,103788
0,0,0,1,1,8,0,2,2,1,303732
0,1,2,2,0,2,4206,2,2,2,68988
0,0,1,2,0,7,2530,2,1,1,353112
1,1,0,2,1,6,6353,1,1,1,32136
0,1,0,0,0,6,5316,1,2,2,51552
0,1,1,2,1,1,7439,2,2,1,98112
1,1,1,2,1,4,6100,1,2,1,30504
1,1,2,2,1,7,6540,2,2,2,51984
0,1,1,1,0,5,0,1,1,2,66384
0,1,2,2,1,8,5210,1,2,2,36372
1,1,2,2,0,3,3115,2,1,0,66552
1,1,2,2,1,7,3259,1,0,0,30624
1,0,1,2,1,0,0,2,2,2,58488
1,1,1,2,0,1,3310,2,2,1,63132
1,1,2,2,0,5,3729,2,2,2,60480
0,1,2,2,1,7,5330,1,2,1,30840
1,1,2,3,1,8,9238,2,0,0,71076
0,1,2,1,1,2,4677,1,1,2,30276
1,1,2,2,1,5,10877,2,2,2,99840
0,1,1,2,1,4,6838,1,2,2,62856
0,1,2,1,1,2,9034,2,1,2,63816
1,1,1,3,0,2,5913,2,2,2,65976
1,0,1,1,1,7,0,2,1,1,63624
1,1,1,2,0,6,3742,2,2,0,90156
0,0,2,2,1,1,0,1,2,2,30468
1,1,1,1,1,4,4391,1,2,0,30828
0,1,1,3,0,4,0,2,1,2,77196
0,0,1,2,1,4,5383,2,2,1,95724
0,1,1,2,1,6,0,2,2,1,113364
0,1,2,2,1,7,6683,2,2,2,72948
0,0,2,2,1,6,0,2,2,0,112176
0,1,2,2,1,8,4326,1,2,1,544212
1,1,1,1,0,5,5275,2,1,1,298224
0,1,1,2,1,8,3524,2,2,1,90288
1,0,2,2,0,5,0,2,2,0,70632
1,1,1,2,1,6,5982,1,2,0,32988
0,1,2,1,1,5,6534,2,1,2,274824
0,1,1,3,1,4,5573,2,2,2,242052
0,1,2,2,1,3,6435,2,2,0,199416
0,1,1,2,1,5,6034,1,2,2,35388
1,0,2,2,1,3,0,1,1,2,65604
0,0,1,1,0,3,3562,2,1,2,273516
1,1,2,2,1,4,6930,1,2,2,31500
0,0,1,2,0,6,4776,2,1,0,75444
1,1,1,1,1,4,3669,2,1,2,223572
1,0,2,3,0,8,0,2,0,1,70560
1,0,2,3,1,3,3449,2,2,0,78600
0,1,1,2,1,4,5483,2,1,2,71640
1,0,1,2,1,7,5088,1,2,0,35280
0,0,1,2,1,6,3671,2,1,2,59556
1,0,1,2,0,4,0,1,2,1,51924
1,0,1,1,1,5,3954,2,0,0,70896
0,0,1,2,1,3,2146,2,1,2,106164
0,1,2,2,0,5,3793,2,1,2,89424
1,1,0,1,0,7,4749,2,2,1,64788
0,1,2,1,0,1,4375,2,1,1,67212
1,1,1,2,0,2,3663,2,2,2,62292
0,1,1,1,0,6,12439,2,1,2,142416
1,1,2,1,0,5,5735,2,1,1,65748
0,1,2,2,0,6,0,1,2,2,31056
0,1,1,1,1,1,5290,2,2,2,66804
0,1,1,2,0,6,6618,1,2,2,65976
0,0,2,2,1,6,2987,2,2,2,96192
0,1,2,2,1,7,5348,2,0,2,70908
0,0,1,2,1,7,3002,1,2,1,62844
1,0,1,2,1,6,0,1,2,2,63516
